Interaction Type	oln_id_a	oln_id_b
Protein-Protein Interaction	YGR005C	YBR279W
Protein-Protein Interaction	YGR063C	YBR154C
Protein-Protein Interaction	YGR005C	YDR404C
Protein-Protein Interaction	YGR005C	YER022W
Protein-Protein Interaction	YGR006W	YDR088C
Protein-Protein Interaction	YGR009C	YBL050W
Protein-Protein Interaction	YGR009C	YBL106C
Protein-Protein Interaction	YGR009C	YDR164C
Protein-Protein Interaction	YGR009C	YDR468C
Protein-Protein Interaction	YGR009C	YFL005W
Protein-Protein Interaction	YGR013W	YBR119W
Protein-Protein Interaction	YGR013W	YDL087C
Protein-Protein Interaction	YGR013W	YDR235W
Protein-Protein Interaction	YGR013W	YDR240C
Protein-Protein Interaction	YGR014W	YBR160W
Protein-Protein Interaction	YGR014W	YER118C
Protein-Protein Interaction	YGR020C	YBR127C
Protein-Protein Interaction	YGR020C	YDL185W
Protein-Protein Interaction	YGR020C	YEL051W
Protein-Protein Interaction	YGR024C	YBR060C
Protein-Protein Interaction	YGR030C	YAL033W
Protein-Protein Interaction	YGR030C	YBR167C
Protein-Protein Interaction	YGR030C	YBR257W
Protein-Protein Interaction	YGR033C	YBL045C
Protein-Protein Interaction	YGR033C	YDL217C
Protein-Protein Interaction	YGR034W	YBR109C
Protein-Protein Interaction	YGR034W	YDR101C
Protein-Protein Interaction	YGR035C	YBR160W
Protein-Protein Interaction	YGR038W	YDR062W
Protein-Protein Interaction	YGR040W	YBR083W
Protein-Protein Interaction	YGR040W	YCL047C
Protein-Protein Interaction	YGR040W	YDL006W
Protein-Protein Interaction	YGR040W	YDL159W
Protein-Protein Interaction	YGR040W	YDL230W
Protein-Protein Interaction	YGR040W	YDR103W
Protein-Protein Interaction	YGR040W	YDR168W
Protein-Protein Interaction	YGR040W	YDR256C
Protein-Protein Interaction	YGR040W	YDR480W
Protein-Protein Interaction	YGR040W	YER167W
Protein-Protein Interaction	YGR040W	YFL028C
Protein-Protein Interaction	YGR040W	YFR028C
Protein-Protein Interaction	YGR040W	YGL245W
Protein-Protein Interaction	YGR040W	YGR013W
Protein-Protein Interaction	YGR041W	YCR038C
Protein-Protein Interaction	YGR047C	YAL001C
Protein-Protein Interaction	YGR047C	YBR123C
Protein-Protein Interaction	YGR047C	YDL140C
Protein-Protein Interaction	YGR047C	YDL150W
Protein-Protein Interaction	YGR047C	YDR224C
Protein-Protein Interaction	YGR047C	YDR301W
Protein-Protein Interaction	YGR047C	YDR362C
Protein-Protein Interaction	YGR047C	YGL044C
Protein-Protein Interaction	YGR048W	YBR170C
Protein-Protein Interaction	YGR048W	YBR201W
Protein-Protein Interaction	YGR048W	YDL190C
Protein-Protein Interaction	YGR048W	YDR049W
Protein-Protein Interaction	YGR048W	YDR330W
Protein-Protein Interaction	YGR048W	YDR390C
Protein-Protein Interaction	YGR048W	YDR510W
Protein-Protein Interaction	YGR048W	YFL044C
Protein-Protein Interaction	YGR049W	YDL059C
Protein-Protein Interaction	YGR050C	YBR109C
Protein-Protein Interaction	YGR052W	YCL030C
Protein-Protein Interaction	YGR120C	YER157W
Protein-Protein Interaction	YGR052W	YFR028C
Protein-Protein Interaction	YGR055W	YDR032C
Protein-Protein Interaction	YGR055W	YGL077C
Protein-Protein Interaction	YGR056W	YBR009C
Protein-Protein Interaction	YGR056W	YBR010W
Protein-Protein Interaction	YGR056W	YCR052W
Protein-Protein Interaction	YGR056W	YDL059C
Protein-Protein Interaction	YGR056W	YDR303C
Protein-Protein Interaction	YGR056W	YER148W
Protein-Protein Interaction	YGR056W	YFR037C
Protein-Protein Interaction	YGR060W	YER044C
Protein-Protein Interaction	YGR060W	YGL001C
Protein-Protein Interaction	YGR060W	YGL012W
Protein-Protein Interaction	YGR063C	YBL008W
Protein-Protein Interaction	YGR063C	YBL046W
Protein-Protein Interaction	YGR063C	YDL140C
Protein-Protein Interaction	YGR063C	YDR404C
Protein-Protein Interaction	YGR063C	YER125W
Protein-Protein Interaction	YGR063C	YGL070C
Protein-Protein Interaction	YGR067C	YFR050C
Protein-Protein Interaction	YGR068C	YER125W
Protein-Protein Interaction	YGR068C	YGL019W
Protein-Protein Interaction	YGR072W	YDR172W
Protein-Protein Interaction	YGR074W	YBL074C
Protein-Protein Interaction	YGR074W	YDL209C
Protein-Protein Interaction	YGR074W	YER172C
Protein-Protein Interaction	YGR074W	YGR013W
Protein-Protein Interaction	YGR040W	YGL178W
Protein-Protein Interaction	YGR075C	YDL098C
Protein-Protein Interaction	YGR075C	YER172C
Protein-Protein Interaction	YGR076C	YDR405W
Protein-Protein Interaction	YGR077C	YDR142C
Protein-Protein Interaction	YGR077C	YGL153W
Protein-Protein Interaction	YGR078C	YCR033W
Protein-Protein Interaction	YGR078C	YDR466W
Protein-Protein Interaction	YGR078C	YEL003W
Protein-Protein Interaction	YGR078C	YEL061C
Protein-Protein Interaction	YGR078C	YER155C
Protein-Protein Interaction	YGR080W	YFL039C
Protein-Protein Interaction	YGR081C	YER155C
Protein-Protein Interaction	YGR083C	YBR159W
Protein-Protein Interaction	YGR083C	YDR211W
Protein-Protein Interaction	YGR083C	YER025W
Protein-Protein Interaction	YGR086C	YDR490C
Protein-Protein Interaction	YGR089W	YEL043W
Protein-Protein Interaction	YGR090W	YCL031C
Protein-Protein Interaction	YGR090W	YDR299W
Protein-Protein Interaction	YGR091W	YER172C
Protein-Protein Interaction	YGR092W	YAL021C
Protein-Protein Interaction	YGR092W	YAR019C
Protein-Protein Interaction	YGR092W	YBR108W
Protein-Protein Interaction	YGR092W	YBR138C
Protein-Protein Interaction	YGR092W	YBR160W
Protein-Protein Interaction	YGR092W	YBR285W
Protein-Protein Interaction	YGR092W	YDL019C
Protein-Protein Interaction	YGR092W	YDL155W
Protein-Protein Interaction	YGR092W	YDL220C
Protein-Protein Interaction	YGR092W	YDR226W
Protein-Protein Interaction	YGR092W	YFR028C
Protein-Protein Interaction	YGR095C	YCR035C
Protein-Protein Interaction	YGR095C	YDL111C
Protein-Protein Interaction	YGR095C	YDR280W
Protein-Protein Interaction	YGR097W	YDR167W
Protein-Protein Interaction	YGR098C	YDL003W
Protein-Protein Interaction	YGR098C	YGL190C
Protein-Protein Interaction	YGR099W	YBL088C
Protein-Protein Interaction	YGR100W	YFL005W
Protein-Protein Interaction	YGR103W	YAL025C
Protein-Protein Interaction	YGR103W	YBR060C
Protein-Protein Interaction	YGR103W	YCL054W
Protein-Protein Interaction	YGR103W	YDL014W
Protein-Protein Interaction	YGR103W	YDL031W
Protein-Protein Interaction	YGR103W	YDR060W
Protein-Protein Interaction	YGR103W	YDR087C
Protein-Protein Interaction	YGR103W	YDR101C
Protein-Protein Interaction	YGR103W	YER002W
Protein-Protein Interaction	YGR103W	YER006W
Protein-Protein Interaction	YGR103W	YER126C
Protein-Protein Interaction	YGR103W	YFL002C
Protein-Protein Interaction	YGR103W	YFR001W
Protein-Protein Interaction	YGR103W	YFR031C-A
Protein-Protein Interaction	YGR103W	YGL111W
Protein-Protein Interaction	YGR152C	YAL041W
Protein-Protein Interaction	YGR104C	YBR009C
Protein-Protein Interaction	YGR104C	YBR193C
Protein-Protein Interaction	YGR104C	YBR253W
Protein-Protein Interaction	YGR104C	YBR279W
Protein-Protein Interaction	YGR104C	YCR081W
Protein-Protein Interaction	YGR104C	YDL005C
Protein-Protein Interaction	YGR104C	YDR308C
Protein-Protein Interaction	YGR104C	YDR443C
Protein-Protein Interaction	YGR172C	YER031C
Protein-Protein Interaction	YGR104C	YER148W
Protein-Protein Interaction	YGR104C	YGL025C
Protein-Protein Interaction	YGR104C	YGL044C
Protein-Protein Interaction	YGR104C	YGL127C
Protein-Protein Interaction	YGR104C	YGL151W
Protein-Protein Interaction	YGR104C	YGR005C
Protein-Protein Interaction	YGR105W	YEL027W
Protein-Protein Interaction	YGR106C	YGR105W
Protein-Protein Interaction	YGR108W	YBR135W
Protein-Protein Interaction	YGR108W	YBR160W
Protein-Protein Interaction	YGR109C	YBR160W
Protein-Protein Interaction	YGR111W	YFL010C
Protein-Protein Interaction	YGR112W	Q0045
Protein-Protein Interaction	YGR112W	YBL045C
Protein-Protein Interaction	YGR113W	YBR156C
Protein-Protein Interaction	YGR113W	YDL028C
Protein-Protein Interaction	YGR133W	YAL055W
Protein-Protein Interaction	YGR113W	YDR130C
Protein-Protein Interaction	YGR113W	YDR201W
Protein-Protein Interaction	YGR113W	YDR320C-A
Protein-Protein Interaction	YGR113W	YGL061C
Protein-Protein Interaction	YGR116W	YBR010W
Protein-Protein Interaction	YGR116W	YDL140C
Protein-Protein Interaction	YGR116W	YGR063C
Protein-Protein Interaction	YGR119C	YBR017C
Protein-Protein Interaction	YGR119C	YDL116W
Protein-Protein Interaction	YGR119C	YDL207W
Protein-Protein Interaction	YGR119C	YDR192C
Protein-Protein Interaction	YGR119C	YDR335W
Protein-Protein Interaction	YGR119C	YDR395W
Protein-Protein Interaction	YGR119C	YDR465C
Protein-Protein Interaction	YGR119C	YER110C
Protein-Protein Interaction	YGR119C	YER165W
Protein-Protein Interaction	YGR119C	YGL092W
Protein-Protein Interaction	YGR119C	YGL172W
Protein-Protein Interaction	YGR120C	YBR217W
Protein-Protein Interaction	YGR120C	YFL038C
Protein-Protein Interaction	YGR120C	YGL005C
Protein-Protein Interaction	YGR124W	YBL039C
Protein-Protein Interaction	YGR124W	YDR510W
Protein-Protein Interaction	YGR128C	YBL079W
Protein-Protein Interaction	YGR128C	YCR057C
Protein-Protein Interaction	YGR128C	YDL148C
Protein-Protein Interaction	YGR128C	YDR335W
Protein-Protein Interaction	YGR128C	YDR398W
Protein-Protein Interaction	YGR128C	YDR449C
Protein-Protein Interaction	YGR128C	YER082C
Protein-Protein Interaction	YGR128C	YGR090W
Protein-Protein Interaction	YGR129W	YDL209C
Protein-Protein Interaction	YGR129W	YDR416W
Protein-Protein Interaction	YGR130C	YBL042C
Protein-Protein Interaction	YGR132C	YER017C
Protein-Protein Interaction	YGR133W	YDR265W
Protein-Protein Interaction	YGR134W	YAL021C
Protein-Protein Interaction	YGR134W	YBR200W
Protein-Protein Interaction	YGR134W	YCR093W
Protein-Protein Interaction	YGR134W	YDR252W
Protein-Protein Interaction	YGR134W	YER068W
Protein-Protein Interaction	YGR135W	YBR173C
Protein-Protein Interaction	YGR135W	YER012W
Protein-Protein Interaction	YGR135W	YER094C
Protein-Protein Interaction	YGR135W	YER132C
Protein-Protein Interaction	YGR135W	YFR004W
Protein-Protein Interaction	YGR135W	YFR014C
Protein-Protein Interaction	YGR135W	YGL011C
Protein-Protein Interaction	YGR136W	YBR108W
Protein-Protein Interaction	YGR136W	YDL140C
Protein-Protein Interaction	YGR136W	YDR239C
Protein-Protein Interaction	YGR136W	YER125W
Protein-Protein Interaction	YGR136W	YFL010C
Protein-Protein Interaction	YGR136W	YGL060W
Protein-Protein Interaction	YGR138C	YGR055W
Protein-Protein Interaction	YGR140W	YBR156C
Protein-Protein Interaction	YGR140W	YDL013W
Protein-Protein Interaction	YGR140W	YDL064W
Protein-Protein Interaction	YGR140W	YDL139C
Protein-Protein Interaction	YGR140W	YDR254W
Protein-Protein Interaction	YGR140W	YDR328C
Protein-Protein Interaction	YGR140W	YDR510W
Protein-Protein Interaction	YGR140W	YER032W
Protein-Protein Interaction	YGR140W	YER047C
Protein-Protein Interaction	YGR140W	YFR028C
Protein-Protein Interaction	YGR140W	YGR113W
Protein-Protein Interaction	YGR142W	YAL030W
Protein-Protein Interaction	YGR142W	YBR086C
Protein-Protein Interaction	YGR144W	YBR109C
Protein-Protein Interaction	YGR145W	YDR299W
Protein-Protein Interaction	YGR145W	YDR365C
Protein-Protein Interaction	YGR152C	YBR200W
Protein-Protein Interaction	YGR152C	YDR379W
Protein-Protein Interaction	YGR155W	YBR160W
Protein-Protein Interaction	YGR156W	YAL043C
Protein-Protein Interaction	YGR156W	YDR195W
Protein-Protein Interaction	YGR156W	YER133W
Protein-Protein Interaction	YGR156W	YGR047C
Protein-Protein Interaction	YGR158C	YCR035C
Protein-Protein Interaction	YGR158C	YDL111C
Protein-Protein Interaction	YGR158C	YDR280W
Protein-Protein Interaction	YGR158C	YGR095C
Protein-Protein Interaction	YGR159C	YDL014W
Protein-Protein Interaction	YGR159C	YGL120C
Protein-Protein Interaction	YGR162W	YDL043C
Protein-Protein Interaction	YGR162W	YDR432W
Protein-Protein Interaction	YGR162W	YER112W
Protein-Protein Interaction	YGR162W	YER165W
Protein-Protein Interaction	YGR163W	YDR190C
Protein-Protein Interaction	YGR166W	YEL048C
Protein-Protein Interaction	YGR167W	YDR320C
Protein-Protein Interaction	YGR167W	YGL206C
Protein-Protein Interaction	YGR172C	YBL049W
Protein-Protein Interaction	YGR172C	YCR033W
Protein-Protein Interaction	YGR172C	YDL113C
Protein-Protein Interaction	YGR172C	YDR468C
Protein-Protein Interaction	YGR172C	YFL038C
Protein-Protein Interaction	YGR172C	YGL161C
Protein-Protein Interaction	YGR172C	YGL198W
Protein-Protein Interaction	YGR173W	YDR152W
Protein-Protein Interaction	YGR173W	YGL195W
Protein-Protein Interaction	YGR175C	YER044C
Protein-Protein Interaction	YGR175C	YGR060W
Protein-Protein Interaction	YGR178C	YDL053C
Protein-Protein Interaction	YGR178C	YDL160C
Protein-Protein Interaction	YGR178C	YDR418W
Protein-Protein Interaction	YGR178C	YEL054C
Protein-Protein Interaction	YGR178C	YER165W
Protein-Protein Interaction	YGR179C	YAL034W-A
Protein-Protein Interaction	YGR179C	YBR107C
Protein-Protein Interaction	YGR179C	YBR211C
Protein-Protein Interaction	YGR179C	YDR103W
Protein-Protein Interaction	YGR179C	YDR254W
Protein-Protein Interaction	YGR179C	YDR318W
Protein-Protein Interaction	YGR179C	YDR383C
Protein-Protein Interaction	YGR179C	YGR140W
Protein-Protein Interaction	YGR180C	YDR510W
Protein-Protein Interaction	YGR180C	YFL010C
Protein-Protein Interaction	YGR183C	YBL045C
Protein-Protein Interaction	YGR184C	YDL200C
Protein-Protein Interaction	YGR184C	YGL048C
Protein-Protein Interaction	YGR184C	YGL058W
Protein-Protein Interaction	YGR185C	YGR128C
Protein-Protein Interaction	YGR186W	YBR154C
Protein-Protein Interaction	YGR186W	YBR160W
Protein-Protein Interaction	YGR186W	YDR404C
Protein-Protein Interaction	YGR186W	YDR510W
Protein-Protein Interaction	YGR186W	YER022W
Protein-Protein Interaction	YGR186W	YGL070C
Protein-Protein Interaction	YGR186W	YGR005C
Protein-Protein Interaction	YGR187C	YBR155W
Protein-Protein Interaction	YGR187C	YDR188W
Protein-Protein Interaction	YGR188C	YDR328C
Protein-Protein Interaction	YGR188C	YGL086W
Protein-Protein Interaction	YGR188C	YGL116W
Protein-Protein Interaction	YGR191W	YDL212W
Protein-Protein Interaction	YGR192C	YDR510W
Protein-Protein Interaction	YGR193C	YBR221C
Protein-Protein Interaction	YGR193C	YDR430C
Protein-Protein Interaction	YGR193C	YFL018C
Protein-Protein Interaction	YGR195W	YDL111C
Protein-Protein Interaction	YGR195W	YDR280W
Protein-Protein Interaction	YGR195W	YGR095C
Protein-Protein Interaction	YGR195W	YGR158C
Protein-Protein Interaction	YGR196C	YBR260C
Protein-Protein Interaction	YGR198W	YDR212W
Protein-Protein Interaction	YGR200C	YBL071W-A
Protein-Protein Interaction	YGR200C	YBR154C
Protein-Protein Interaction	YGR200C	YDL140C
Protein-Protein Interaction	YGR200C	YER125W
Protein-Protein Interaction	YGR204W	YBR084W
Protein-Protein Interaction	YGR205W	YBL056W
Protein-Protein Interaction	YGR206W	YCL008C
Protein-Protein Interaction	YGR208W	YDR510W
Protein-Protein Interaction	YGR209C	YDR353W
Protein-Protein Interaction	YGR209C	YER042W
Protein-Protein Interaction	YGR214W	YBR079C
Protein-Protein Interaction	YGR214W	YER110C
Protein-Protein Interaction	YGR218W	YAL047C
Protein-Protein Interaction	YGR218W	YBL031W
Protein-Protein Interaction	YGR218W	YCR077C
Protein-Protein Interaction	YGR218W	YDR002W
Protein-Protein Interaction	YGR218W	YDR192C
Protein-Protein Interaction	YGR218W	YDR229W
Protein-Protein Interaction	YGR218W	YDR499W
Protein-Protein Interaction	YGR218W	YER165W
Protein-Protein Interaction	YGR218W	YGL097W
Protein-Protein Interaction	YGR218W	YGL172W
Protein-Protein Interaction	YGR218W	YGL195W
Protein-Protein Interaction	YGR218W	YGR119C
Protein-Protein Interaction	YGR218W	YGR128C
Protein-Protein Interaction	YGR220C	YBL038W
Protein-Protein Interaction	YGR220C	YDR116C
Protein-Protein Interaction	YGR220C	YDR237W
Protein-Protein Interaction	YGR239C	YDR142C
Protein-Protein Interaction	YGR221C	YBR160W
Protein-Protein Interaction	YGR221C	YBR260C
Protein-Protein Interaction	YGR222W	YER153C
Protein-Protein Interaction	YGR225W	YGL116W
Protein-Protein Interaction	YGR228W	YER067W
Protein-Protein Interaction	YGR229C	YDR388W
Protein-Protein Interaction	YGR229C	YEL061C
Protein-Protein Interaction	YGR229C	YER167W
Protein-Protein Interaction	YGR229C	YER178W
Protein-Protein Interaction	YGR229C	YFL039C
Protein-Protein Interaction	YGR229C	YGR185C
Protein-Protein Interaction	YGR231C	YER017C
Protein-Protein Interaction	YGR231C	YGR132C
Protein-Protein Interaction	YGR232W	YBR272C
Protein-Protein Interaction	YGR232W	YDL007W
Protein-Protein Interaction	YGR252W	YDR448W
Protein-Protein Interaction	YGR232W	YDL097C
Protein-Protein Interaction	YGR232W	YDL147W
Protein-Protein Interaction	YGR232W	YDR363W-A
Protein-Protein Interaction	YGR281W	YGL077C
Protein-Protein Interaction	YGR232W	YDR394W
Protein-Protein Interaction	YGR232W	YDR427W
Protein-Protein Interaction	YGR232W	YER021W
Protein-Protein Interaction	YGR232W	YFR004W
Protein-Protein Interaction	YGR232W	YFR052W
Protein-Protein Interaction	YGR232W	YGL004C
Protein-Protein Interaction	YGR232W	YGL048C
Protein-Protein Interaction	YGR233C	YFR034C
Protein-Protein Interaction	YGR234W	YDL120W
Protein-Protein Interaction	YGR234W	YDR071C
Protein-Protein Interaction	YGR234W	YDR127W
Protein-Protein Interaction	YGR235C	YBR262C
Protein-Protein Interaction	YGR235C	YCL057C-A
Protein-Protein Interaction	YGR235C	YFR011C
Protein-Protein Interaction	YGR237C	YER133W
Protein-Protein Interaction	YGR238C	YAL024C
Protein-Protein Interaction	YGR238C	YBR160W
Protein-Protein Interaction	YGR238C	YDR122W
Protein-Protein Interaction	YGR239C	YDR023W
Protein-Protein Interaction	YGR240C	YDR127W
Protein-Protein Interaction	YGR240C	YDR510W
Protein-Protein Interaction	YGR241C	YBL047C
Protein-Protein Interaction	YGR241C	YGL181W
Protein-Protein Interaction	YGR241C	YGL206C
Protein-Protein Interaction	YGR241C	YGR167W
Protein-Protein Interaction	YGR245C	YCL064C
Protein-Protein Interaction	YGR245C	YCR072C
Protein-Protein Interaction	YGR245C	YDR101C
Protein-Protein Interaction	YGR245C	YER006W
Protein-Protein Interaction	YGR245C	YER126C
Protein-Protein Interaction	YGR245C	YGL099W
Protein-Protein Interaction	YGR245C	YGR103W
Protein-Protein Interaction	YGR246C	YER148W
Protein-Protein Interaction	YGR246C	YGR047C
Protein-Protein Interaction	YGR250C	YAL036C
Protein-Protein Interaction	YGR251W	YGR090W
Protein-Protein Interaction	YGR252W	YAL017W
Protein-Protein Interaction	YGR252W	YBL002W
Protein-Protein Interaction	YGR252W	YBL003C
Protein-Protein Interaction	YGR252W	YBL039C
Protein-Protein Interaction	YGR252W	YBR009C
Protein-Protein Interaction	YGR252W	YBR010W
Protein-Protein Interaction	YHR068W	YEL034W
Protein-Protein Interaction	YGR252W	YBR111W-A
Protein-Protein Interaction	YGR252W	YBR198C
Protein-Protein Interaction	YGR252W	YCR082W
Protein-Protein Interaction	YHR007C	YBR283C
Protein-Protein Interaction	YGR252W	YDL185W
Protein-Protein Interaction	YGR252W	YDR028C
Protein-Protein Interaction	YGR252W	YDR145W
Protein-Protein Interaction	YGR252W	YDR167W
Protein-Protein Interaction	YGR252W	YDR176W
Protein-Protein Interaction	YGR252W	YDR216W
Protein-Protein Interaction	YGR252W	YDR224C
Protein-Protein Interaction	YGR252W	YDR392W
Protein-Protein Interaction	YGR252W	YDR477W
Protein-Protein Interaction	YGR252W	YER125W
Protein-Protein Interaction	YGR252W	YFL039C
Protein-Protein Interaction	YGR252W	YGL026C
Protein-Protein Interaction	YGR252W	YGL066W
Protein-Protein Interaction	YGR252W	YGL112C
Protein-Protein Interaction	YGR253C	YBL041W
Protein-Protein Interaction	YGR253C	YBR109C
Protein-Protein Interaction	YGR253C	YBR173C
Protein-Protein Interaction	YGR253C	YER012W
Protein-Protein Interaction	YGR253C	YFR004W
Protein-Protein Interaction	YGR253C	YGR135W
Protein-Protein Interaction	YGR258C	YDR311W
Protein-Protein Interaction	YGR261C	YBR288C
Protein-Protein Interaction	YGR262C	YDR098C
Protein-Protein Interaction	YGR262C	YER174C
